sentiment,date,channel,game,user,mod,subscriber,message,pred_sentiment,class_scores,inferred
1,2018-05-22T18:46:37.598Z,forsen,Burnout Paradise,671262,False,False,AngelThump !,0,0.33-0.34-0.33,false
1,2018-05-11T10:47:03.816Z,riotgames,League of Legends,45096,False,False,WORTH LUL,1,0.02427184466019417-0.4805825242718446-0.49514563106796117,true
-1,2018-05-25T20:00:53.517Z,forsen,Detroit: Become Human,1384371,False,False,I’ve never been so disappointed by forsen as I am right now,-1,0.6153846153846154-0.3076923076923077-0.07692307692307693,true
0,2018-05-06T02:03:03.525Z,xqcow,Overwatch,381525,False,True,IT MEANS DREAMKAZPER IS ON THE LOOSE,0,0.38461538461538464-0.5384615384615384-0.07692307692307693,true
1,2018-05-25T02:15:07.167Z,sodapoppin,Raft,1106654,False,False,@phybamaslamma D OMEGALUL C,1,0.16-0.25-0.59,true
0,2018-05-16T21:09:47.884Z,sodapoppin,IRL,3498188,False,True,OMGScoods OMGScoods OMGScoods OMGScoods OMGScoods OMGScoods OMGScoods,0,0.33-0.34-0.33,false
0,2018-05-20T13:06:14.132Z,riotgames,League of Legends,5423509,False,False,WORLD FINALS BUT ASIANS VS ASIANS. HOW DO YOU FEEL NA & EU? LUL IMPORT ASIANS RIGHT NOW LUL,1,0.019201228878648235-0.09293394777265744-0.8878648233486944,true
0,2018-05-23T06:54:14.565Z,xqcow,Until Dawn,362272,False,True,xqcT,0,0.33-0.34-0.33,false
1,2018-05-20T04:31:46.093Z,xqcow,Overwatch,163007,False,True,LUL Great Game BTW,1,0.012820512820512822-0.028205128205128206-0.958974358974359,true
1,2018-05-08T19:06:38.321Z,forsen,Darwin Project,22653,False,True,gachiBASS,1,0.16-0.3-0.54,true
1,2018-05-20T21:06:59.093Z,sodapoppin,IRL,6374258,False,False,LUL,1,0.1-0.22-0.68,true
1,2018-05-15T18:34:25.093Z,forsen,Animal Super Squad,5743,False,True,TriHard,0,0.35-0.36-0.29,true
0,2018-05-22T04:57:54.003Z,moonmoon_ow,Throne of Lies: The Online Game of Deceit,15,True,True,"To join the sub only Discord: Download the Discord desktop client, make an account, click the cog in the bottom left (user settings), click Connections tab, sync your Twitch to your Discord. The server is a crescent moon emoji with a 2 next to it. Wait about an hour for discord to sync ( --> it syncs on the hour <-- ), go back into your connections tab, and click the “join server” button.",0,0.07264530573961453-0.9265982874950833-0.000756406765302109,true
-1,2018-05-19T21:51:00.275Z,forsen,IRL,705739,False,False,NO SHIT OMEGEALUL,-1,0.6122448979591838-0.3673469387755102-0.020408163265306128,true
0,2018-05-31T17:00:22.930Z,forsen,Dark Souls,16046773,False,False,@forsen Has anyone ever told you that you have great posture?,1,0.07692307692307693-0.07692307692307693-0.8461538461538461,true
0,2018-05-09T13:52:46.961Z,sodapoppin,Inked,4590297,False,False,??????,0,0.33-0.34-0.33,false
1,2018-05-09T18:23:33.326Z,sodapoppin,IRL,737250,False,False,LUL,1,0.1-0.22-0.68,true
1,2018-05-22T04:37:42.396Z,xqcow,Fortnite,119779,False,True,MrDestructoid Clap MrDestructoid Clap MrDestructoid Clap MrDestructoid Clap,1,0.000004251247168253482-0.4575409289256859-0.5424548198271458,true
1,2018-05-30T19:02:31.082Z,forsen,Dark Souls,971480,False,False,CURSED OMEGALUL CURSED OMEGALUL CURSED OMEGALUL,1,0.018196357174589076-0.06941359395824079-0.9123900488671702,true
0,2018-05-19T20:47:14.067Z,forsen,STAY,389712,False,True,forsenL 🚬 ⁭,1,0.1232876712328767-0.2328767123287671-0.6438356164383562,true
1,2018-05-29T05:48:59.766Z,xqcow,Dark Souls,3546783,False,False,LUL,1,0.1-0.22-0.68,true
0,2018-05-04T07:44:19.012Z,moonmoon_ow,Darkest Dungeon,420714,False,True,i want to go to bed but there are three more fights FeelsWeirdMan,0,0.2456140350877193-0.7017543859649124-0.052631578947368425,true
0,2018-05-23T16:39:28.756Z,forsen,State of Decay 2,175747,False,True,RANDOM 4HEad,0,0.33-0.34-0.33,false
0,2018-05-07T03:44:27.826Z,xqcow,Overwatch,643912,False,False,AYAYA 5Head 5Head forkHead,1,0.1-0.27-0.63,true
0,2018-05-11T15:59:05.016Z,moonmoon_ow,Dead Cells,1371791,False,True,Samauri shamploo,0,0.33-0.34-0.33,false
0,2018-05-15T17:47:20.961Z,forsen,Animal Super Squad,2656578,False,False,nymnP,0,0.33-0.34-0.33,false
0,2018-05-25T03:09:09.588Z,sodapoppin,Raft,265126,False,False,forsenWut forsenWut forsenWut forsenWut forsenWut forsenWut forsenWut forsenWut forsenWut forsenWut forsenWut forsenWut,0,0.33-0.34-0.33,false
0,2018-05-11T20:54:35.879Z,forsen,Barbie and the Magic of Pegasus,76263,False,False,KKonaW,0,0.33-0.34-0.33,false
-1,2018-05-26T19:52:09.381Z,forsen,Detroit: Become Human,40936,False,True,THIS IS HOW WE DO ACTION IN DETROIT MrDestructoid,0,0.16-0.63-0.21,true
1,2018-05-12T05:06:37.954Z,moonmoon_ow,Throne of Lies: The Online Game of Deceit,3468,False,True,WORKING OUT WITH THE BOYS gachiBASS,1,0.16-0.3-0.54,true
1,2018-05-02T05:15:32.519Z,moonmoon_ow,Darkest Dungeon,125408,False,True,LUL,1,0.1-0.22-0.68,true
-1,2018-05-09T20:07:31.937Z,forsen,Deathgarden,1063285,False,True,monkaS PLEBS SEND ME YOUR PHOBIAS monkaOMEGA .,0,0.4591611479028697-0.5033112582781457-0.037527593818984545,true
0,2018-05-29T05:59:53.894Z,moonmoon_ow,The Witcher 3: Wild Hunt,1033891,False,True,OMEGAROLL,0,0.33-0.34-0.33,false
1,2018-05-15T02:21:29.429Z,moonmoon_ow,Retro,321458,False,True,PogChamp @kamusz,1,0.01-0.03-0.96,true
-1,2018-05-04T08:19:07.204Z,moonmoon_ow,Darkest Dungeon,764776,False,True,there better be some sick tunes with this fight,-1,0.5172413793103449-0.3448275862068965-0.13793103448275862,true
-1,2018-05-21T21:48:43.505Z,sodapoppin,IRL,504240,False,True,D:,-1,0.594059405940594-0.27722772277227725-0.12871287128712872,true
0,2018-05-24T06:01:53.797Z,xqcow,Overwatch,930196,False,False,brain stem??????????,0,0.33-0.34-0.33,false
-1,2018-05-12T09:28:05.614Z,riotgames,League of Legends,288190,False,False,These games are all scripted. They would have picked something like Master Yi and let him 1v5 just like in Solo Q if they really wanted to win lol. I am of respectable elo btw. (Silver 3),1,0.000044656812396731125-0.017505470459518595-0.9824498727280846,true
1,2018-05-17T19:16:41.997Z,forsen,House Flipper,322421,False,True,forsenDisco Lеt's forsenDisco lаg forsenDisco thе forsenDisco chаt forsenDisco forsenDisco Lеt's forsenDisco lаg forsenDisco thе forsenDisco chаt forsenDisco .,1,0.00022972662531587412-0.058810016080863774-0.9409602572938204,true
-1,2018-05-06T16:10:13.029Z,forsen,IRL,11800,False,True,I KNOW PepeHands,-1,0.6633663366336634-0.16831683168316833-0.16831683168316833,true
1,2018-05-25T00:02:37.917Z,xqcow,Raft,9560683,False,False,POGGERS,1,0.04-0.12-0.84,true
0,2018-05-04T21:48:31.495Z,sodapoppin,IRL,373778,False,True,forsenWTF,0,0.33-0.34-0.33,false
-1,2018-05-13T02:46:48.971Z,moonmoon_ow,The Cat Lady,2969288,False,True,You need someone to get attached to before she is brutally murdered @MOONMOON_OW,-1,0.9837398373983739-0.008130081300813009-0.008130081300813009,true
0,2018-05-25T17:32:34.583Z,sodapoppin,IRL,546079,False,False,Pog MUM,1,0.05-0.21-0.74,true
1,2018-05-12T20:44:10.896Z,forsen,Lake Ridden,3571,False,True,KappaPride forsenPls KappaPride forsenPls KappaPride forsenPls KappaPride forsenPls ⁭,1,0.00003965754748062209-0.49529115431123794-0.5046691881412815,true
1,2018-05-19T21:26:15.343Z,riotgames,League of Legends,168164,False,False,I was trolling but also curious so thx for answers,0,0.013698630136986304-0.5753424657534246-0.4109589041095891,true
-1,2018-05-05T09:51:54.186Z,riotgames,League of Legends,78341,False,False,NA CHAT WutFace,-1,0.64-0.17-0.19,true
0,2018-05-06T17:27:07.864Z,forsen,City of Brass,127698,False,True,EleGiggle,1,0.12-0.34-0.54,true
1,2018-05-03T20:07:10.385Z,riotgames,League of Legends,1007760,False,False,@Larx520 how did people not get bored of QT like over a year ago?? LUL,0,0.005202913631633716-0.6409989594172737-0.35379812695109264,true
1,2018-05-18T19:03:46.353Z,sodapoppin,IRL,62753,False,True,gachiBASS,1,0.16-0.3-0.54,true
1,2018-05-03T16:36:44.324Z,forsen,IRL,9000,False,True,gachiBASS Clap gachiBASS Clap gachiBASS Clap gachiBASS Clap ⁭,1,1.7907058762056295e-7-0.0009909703801602543-0.9990088505492521,true
-1,2018-05-10T20:28:57.378Z,forsen,Darwin Project,1182503,False,False,LIDL CANCER FeelsGoodMan Clap,1,0.00804093567251462-0.023538011695906434-0.9684210526315788,true
1,2018-05-11T17:25:49.153Z,forsen,Barbie and the Magic of Pegasus,64931,False,True,FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap ⁭,1,4.3007362112788144e-10-0.000014358544573233494-0.9999856410253531,true
0,2018-05-14T00:17:25.230Z,xqcow,Overwatch,1543541,False,True,again cmonBruh,-1,0.61-0.23-0.16,true
0,2018-05-01T21:54:37.515Z,forsen,The Forest,8371963,False,True,TURTEL,0,0.33-0.34-0.33,false
0,2018-05-19T04:39:31.383Z,moonmoon_ow,Anatomy,11559101,False,True,@moonmoon_ow it said play it several times,0,0.07692307692307693-0.6153846153846154-0.3076923076923077,true
1,2018-05-20T11:19:05.738Z,riotgames,League of Legends,1507987,False,False,LUL,1,0.1-0.22-0.68,true
1,2018-05-17T15:55:04.446Z,moonmoon_ow,Dark Souls III,17703,False,True,lulWut,0,0.33-0.34-0.33,false
1,2018-05-09T16:31:17.323Z,forsen,Radical Heights,1063285,False,True,"FeelsOkayMan HEY CHAT, TELL ME A SECRET FeelsOkayMan FeelsOkayMan HEY CHAT, TELL ME A SECRET FeelsOkayMan .",0,0.33-0.34-0.33,false
-1,2018-05-27T12:08:39.807Z,xqcow,Detroit: Become Human,1151268,False,False,BibleThump,-1,0.59-0.19-0.22,true
1,2018-05-12T16:22:01.857Z,moonmoon_ow,Salt and Sanctuary,213891,False,True,gachiBASS,1,0.16-0.3-0.54,true
0,2018-05-20T01:45:27.791Z,sodapoppin,The Joy Of Sex,1127350,False,True,monkaS,0,0.26-0.57-0.17,true
0,2018-05-23T02:07:45.821Z,xqcow,Until Dawn,12276343,False,True,RE-UING SNAKES,0,0.33-0.34-0.33,false
1,2018-05-06T23:10:42.144Z,sodapoppin,IRL,112716,False,False,forsenH,0,0.33-0.34-0.33,false
0,2018-05-08T02:40:17.113Z,xqcow,Overwatch,1652865,False,False,make it stop,-1,0.46153846153846156-0.46153846153846156-0.07692307692307693,true
1,2018-05-27T19:20:49.428Z,forsen,Dark Souls,442627,False,False,gachiBASS,1,0.16-0.3-0.54,true
0,2018-05-06T23:24:04.030Z,sodapoppin,IRL,4471,False,False,PagChomp,0,0.33-0.34-0.33,false
0,2018-05-09T20:56:54.314Z,sodapoppin,Deathgarden,2984741,False,False,@yktavious you're,0,0.33-0.34-0.33,false
0,2018-05-22T00:09:43.718Z,sodapoppin,Bayonetta,11877676,False,False,cmonBruh,-1,0.61-0.23-0.16,true
1,2018-05-19T13:18:47.151Z,riotgames,League of Legends,751776,False,False,cmonBruh cmonBruh only real bruh can build this perfect pyramid cmonBruh cmonBruh cmonBruh . Try like me !Try like me ! Try like me !! cmonBruh cmonBruh cmonBruh cmonBruh And my pyramid still higher!!!!!! cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh,-1,0.999587545793412-0.00040242686980387096-0.000010027336784154396,true
1,2018-05-03T02:23:15.658Z,moonmoon_ow,IRL,2126406,False,True,yes moon2N,0,0.07692307692307693-0.46153846153846156-0.46153846153846156,true
0,2018-05-24T22:55:04.444Z,xqcow,Overwatch,114139,False,True,RESIDENTSLEEPER FRIENDS FeelsOkayMan 👉 🚪 RESIDENTSLEEPER FRIENDS FeelsOkayMan 👉 🚪,1,0.00022894616753979432-0.039546946164424876-0.9602241076680352,true
0,2018-05-20T15:35:03.497Z,forsen,IRL,363766,False,True,!notify skylinex what did you do to my precious little cd emotes,1,0.07692307692307693-0.15384615384615385-0.7692307692307693,true
1,2018-05-19T10:18:24.439Z,riotgames,League of Legends,364127,False,False,SKT,0,0.33-0.34-0.33,false
1,2018-05-23T21:40:22.218Z,forsen,Raft,304456,False,True,forsen1,0,0.33-0.34-0.33,false
-1,2018-05-27T12:14:33.489Z,xqcow,Detroit: Become Human,14912,False,True,HANK PLEASE BibleThump,1,0.19344262295081965-0.37377049180327865-0.43278688524590164,true
0,2018-05-10T04:53:00.712Z,xqcow,IRL,2001850,False,False,OH KEVIN,0,0.33-0.34-0.33,false
0,2018-05-29T01:08:20.476Z,sodapoppin,Bless Online,16399486,False,False,DO IT,0,0.33-0.34-0.33,false
-1,2018-05-13T09:27:20.163Z,riotgames,League of Legends,6947825,False,False,Liquid Take My RNG,0,0.33-0.34-0.33,false
0,2018-05-04T11:45:07.232Z,riotgames,League of Legends,290068,False,False,"As a teemo main at a respectably high elo, this game is hard to watch. Literally cringing at some of these mistakes. If you actually want to learn Tahm Kench PM me (im gold 3 24lp) I also do coaching",0,0.010893246187363837-0.9760348583877996-0.013071895424836603,true
-1,2018-05-05T16:29:40.284Z,forsen,Fallout: New Vegas,735022,False,False,PepeHands DOG,-1,0.6633663366336634-0.16831683168316833-0.16831683168316833,true
1,2018-05-20T20:38:31.508Z,forsen,Jalopy,604225,False,False,Ouch LUL,1,0.1-0.22-0.68,true
1,2018-05-18T11:26:12.238Z,riotgames,League of Legends,2185681,False,False,Is irelia pretty chat Kreygasm,1,0.005649717514124294-0.022598870056497175-0.9717514124293785,true
-1,2018-05-24T23:49:55.640Z,xqcow,Raft,1555978,False,False,even worse thant Forsen LUL,-1,0.40178571428571425-0.29464285714285715-0.30357142857142855,true
1,2018-05-07T17:24:01.465Z,forsen,Barbie and the Magic of Pegasus,476734,False,False,PepeLaugh HE NOSE,0,0.33-0.34-0.33,false
1,2018-05-16T02:10:57.498Z,xqcow,Overwatch,12598544,False,False,We miss the 7 power >(,0,0.23076923076923078-0.5384615384615384-0.23076923076923078,true
1,2018-05-05T18:25:37.647Z,forsen,Fallout: New Vegas,667581,False,False,forsenPls,0,0.23232323232323235-0.4646464646464647-0.30303030303030304,true
-1,2018-05-31T18:24:33.678Z,forsen,Dark Souls,433001,False,False,NEXT SLIDE PLEASE SwiftRage,0,0.12876712328767123-0.526027397260274-0.3452054794520548,true
0,2018-05-29T22:10:00.053Z,forsen,Dark Souls,3278041,False,True,"SLEEP TEST 🛏 IF YOU TOUCH THE BED , GO TO SLEEP ⎝ Pepepains",0,0.33-0.34-0.33,false
-1,2018-05-22T23:11:36.824Z,sodapoppin,Overwatch,1333986,False,False,PepeHands,-1,0.6633663366336634-0.16831683168316833-0.16831683168316833,true
1,2018-05-07T18:32:22.018Z,forsen,Barbie and the Magic of Pegasus,3964137,False,False,JUST DODGE 4Head,1,0.2-0.21-0.59,true
0,2018-05-28T18:06:37.748Z,sodapoppin,Bless Online,276087,False,False,4HEad,0,0.33-0.34-0.33,false
-1,2018-05-06T21:43:40.350Z,sodapoppin,Peggle 2,265871,False,False,SKIP monkaS,0,0.26-0.57-0.17,true
1,2018-05-22T18:29:57.804Z,forsen,Burnout Paradise,101519,False,True,forsenRedSonic *CLICK*,0,0.33-0.34-0.33,false
0,2018-05-05T15:22:37.116Z,riotgames,League of Legends,1715465,False,False,Sjokz Kreygasm,1,0.04950495049504951-0.09900990099009901-0.8514851485148515,true
0,2018-05-20T17:49:56.493Z,forsen,Barbie and the Magic of Pegasus,12837568,False,False,?????????????,0,0.33-0.34-0.33,false
-1,2018-05-09T13:13:08.560Z,sodapoppin,Inked,1571158,False,False,PepeHands,-1,0.6633663366336634-0.16831683168316833-0.16831683168316833,true
1,2018-05-20T05:40:13.564Z,xqcow,Overwatch,629664,False,True,br OMEGALUL nze,1,0.16-0.25-0.59,true
0,2018-05-23T05:38:53.627Z,moonmoon_ow,Throne of Lies: The Online Game of Deceit,741467,False,True,moon2MD,0,0.33-0.34-0.33,false
0,2018-05-09T13:17:35.434Z,sodapoppin,Inked,12792472,False,True,???????????,0,0.33-0.34-0.33,false
1,2018-05-04T04:34:02.160Z,sodapoppin,For the King,804552,False,True,AYAYA Clap,1,0.009602458229306703-0.11926253120798926-0.8711350105627039,true
1,2018-05-13T04:02:26.897Z,xqcow,Overwatch,252605,False,False,Clap2 HAhaa,0,0.33-0.34-0.33,false
1,2018-05-13T03:43:41.137Z,xqcow,Overwatch,2261676,False,False,💿 OMEGALUL,1,0.16-0.25-0.59,true
-1,2018-05-18T17:20:57.521Z,riotgames,League of Legends,1800520,False,False,"when is EU going to play next? LUL lost on home turf, what a joke of a region LUL",0,0.0011952000764928051-0.8330066453124252-0.16579815461108194,true
1,2018-05-12T19:30:04.439Z,forsen,Lake Ridden,16469,False,True,Clap,1,0.05-0.23-0.72,true
1,2018-05-01T20:37:10.770Z,forsen,The Forest,1573118,False,True,forsenS Clap,1,0.05-0.23-0.72,true
-1,2018-05-23T18:10:10.022Z,forsen,Raft,322462,False,True,monkaS ?,0,0.26-0.57-0.17,true
-1,2018-05-16T00:07:15.310Z,xqcow,Overwatch,682049,False,False,D:,-1,0.594059405940594-0.27722772277227725-0.12871287128712872,true
-1,2018-05-03T03:21:15.837Z,sodapoppin,Ori and the Blind Forest,103998,False,False,BibleThump he is just scared,-1,0.8280701754385965-0.13333333333333336-0.03859649122807018,true
0,2018-05-27T20:36:44.652Z,forsen,Dark Souls,8955527,False,False,@forsen when you get close to it it will stops hooting,0,0.23076923076923078-0.6923076923076923-0.07692307692307693,true
-1,2018-05-06T18:05:49.438Z,forsen,Close Your Eyes,1386528,False,True,You dumbass. What part of Naruto Fanworks do you not understand? Only Naruto fanfics are allowed here. And this isn't even a real fanfic either. Go take your shit to some crappy forum,-1,0.9857612267250823-0.013143483023001093-0.001095290251916758,true
-1,2018-05-09T01:11:33.126Z,sodapoppin,Wreckfest,297113,False,False,FeelsBadMan 🔫,-1,0.7886029411764706-0.08120204603580562-0.13019501278772377,true
1,2018-05-23T16:39:16.082Z,forsen,State of Decay 2,679114,False,False,esketit haHAA,-1,0.5346534653465347-0.22772277227722773-0.2376237623762376,true
1,2018-05-03T16:46:49.819Z,forsen,IRL,305983,False,True,ZULUL V VON,0,0.33-0.34-0.33,false
-1,2018-05-07T00:35:50.632Z,sodapoppin,IRL,258557,False,False,monkaS,0,0.26-0.57-0.17,true
-1,2018-05-27T08:27:59.354Z,xqcow,Detroit: Become Human,118165,False,True,xqcHug,0,0.33-0.34-0.33,false
1,2018-05-16T22:59:02.631Z,sodapoppin,Trailblazers,5987140,False,False,<3,1,0.01-0.04-0.95,true
1,2018-05-11T13:26:55.446Z,riotgames,League of Legends,8013505,False,False,EU LUL,1,0.1-0.22-0.68,true
0,2018-05-23T20:29:27.833Z,forsen,Raft,11904551,False,False,franku123321 twitch tv battlefield,-1,0.5384615384615384-0.38461538461538464-0.07692307692307693,true
1,2018-05-03T05:33:29.578Z,moonmoon_ow,Golf It!,40844,False,True,moon2SMUG Thanks hypoleprechaun for 8 months in a row! moon2SMUG,0,0.07692307692307693-0.46153846153846156-0.46153846153846156,true
1,2018-05-10T06:03:11.674Z,xqcow,IRL,562019,False,True,ACTION IS COMING ZULUL,0,0.33-0.34-0.33,false
0,2018-05-29T03:25:00.197Z,sodapoppin,Bless Online,1629347,False,False,got to go to harder spot,0,0.33-0.34-0.33,false
1,2018-05-13T15:51:37.516Z,forsen,IRL,148229,False,False,i did this :) /,1,0.06-0.13-0.81,true
1,2018-05-02T20:52:18.147Z,forsen,Fallout: New Vegas,1333,True,True,"N37work, thank you so much for your 2 months of unbroken support to the Snus Brotherhood! forsenDDK forsenWhip",0,0.013333333333333338-0.6533333333333334-0.33333333333333337,true
1,2018-05-07T01:06:35.104Z,sodapoppin,IRL,52361,False,False,OMEGALUL LEAF,1,0.16-0.25-0.59,true
1,2018-05-09T18:25:09.490Z,forsen,Darwin Project,495426,False,True,gachiBASS Clap,1,0.017174753112924-0.1481322455989695-0.8346930012881064,true
0,2018-05-13T12:44:17.667Z,riotgames,League of Legends,2323972,False,False,SPAM MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC,0,0.16279069767441862-0.6976744186046512-0.13953488372093023,true
1,2018-05-04T02:06:16.482Z,sodapoppin,For the King,688972,False,False,pizzapoppin,0,0.33-0.34-0.33,false
0,2018-05-11T16:07:05.582Z,moonmoon_ow,Dead Cells,94606,False,True,moon2N whatevs,0,0.33-0.34-0.33,false
0,2018-05-22T20:26:14.591Z,xqcow,Overwatch,110979,False,True,cmonBruh,-1,0.61-0.23-0.16,true
1,2018-05-06T15:59:40.102Z,forsen,IRL,874295,False,False,AYAYA NEW WEEB EMOTE,1,0.1-0.27-0.63,true
0,2018-05-27T13:12:40.097Z,xqcow,Detroit: Become Human,8551492,False,True,Can u speak a bit louder? It’s hard to understand what are u saying when whispering;-;,0,0.23076923076923078-0.6153846153846154-0.15384615384615385,true
1,2018-05-29T21:00:07.797Z,forsen,Dark Souls,715940,False,False,HERE WE GO PepeLaugh HERE WE GO PepeLaugh HERE WE GO PepeLaugh,0,0.33-0.34-0.33,false
0,2018-05-16T21:46:57.797Z,forsen,The Amazing Frog?,413126,False,False,monkaX,0,0.33-0.34-0.33,false
0,2018-05-10T15:53:29.484Z,forsen,IRL,9479,False,True,forsen3 forsen4,0,0.33-0.34-0.33,false
-1,2018-05-09T15:08:04.601Z,forsen,Radical Heights,3275335,False,False,WutFace,-1,0.64-0.17-0.19,true
0,2018-05-09T20:48:21.693Z,forsen,Deathgarden,98800,False,True,1,0,0.33-0.34-0.33,false
0,2018-05-09T18:28:30.234Z,sodapoppin,IRL,406892,False,False,1 fps game,0,0.33-0.34-0.33,false
-1,2018-05-05T01:03:37.917Z,sodapoppin,Donkey Kong 64,468688,False,False,monkaS,0,0.26-0.57-0.17,true
1,2018-05-08T21:05:00.124Z,sodapoppin,IRL,371571,False,False,gachiBASS,1,0.16-0.3-0.54,true
-1,2018-05-23T06:59:43.585Z,moonmoon_ow,Throne of Lies: The Online Game of Deceit,300324,False,True,PepeHands,-1,0.6633663366336634-0.16831683168316833-0.16831683168316833,true
1,2018-05-21T21:10:04.924Z,forsen,Wizard of Legend,11879021,False,False,NP :),1,0.013824884792626727-0.23963133640552992-0.7465437788018433,true
-1,2018-05-14T17:27:12.078Z,forsen,Super Mario Odyssey,2765862,False,True,FITTA forsenLewd,0,0.33-0.34-0.33,false
0,2018-05-26T02:40:38.836Z,moonmoon_ow,Dark Souls,63703,False,True,monkaS,0,0.26-0.57-0.17,true
1,2018-05-18T10:17:31.162Z,riotgames,League of Legends,1363930,False,False,CROWD POGGERS,1,0.04-0.12-0.84,true
0,2018-05-08T11:39:08.253Z,riotgames,League of Legends,6113358,False,False,LUL,1,0.1-0.22-0.68,true
-1,2018-05-30T02:57:15.140Z,moonmoon_ow,Baldi's Basics in Education and Learning,390292,False,True,"I am 100% Sure moon is playing this instead of agony because agony would be too scary, and I will not be proven otherwise until he plays it @MOONMOON_OW @MOONMOON_OW ????",0,0.005910683012259197-0.9929947460595447-0.0010945709281961471,true
-1,2018-05-17T16:56:40.391Z,moonmoon_ow,Dark Souls III,226947,False,True,I WAS DANCING TO THAT DansGame,-1,0.62-0.22-0.16,true
1,2018-05-01T17:45:44.708Z,moonmoon_ow,Darkest Dungeon,195384,False,True,"FeelsGoodMan Aguaduck, you're really something special <3 onredH",1,0.000019008154498279765-0.0031933699557110005-0.9967876218897906,true
1,2018-05-10T17:11:42.633Z,moonmoon_ow,Salt and Sanctuary,1160048,False,True,LUL,1,0.1-0.22-0.68,true
0,2018-05-07T20:07:06.337Z,forsen,Elea,672573,False,True,Pog,1,0.05-0.21-0.74,true
-1,2018-05-22T21:38:39.985Z,sodapoppin,IRL,487175,False,False,DON'T SMASH IT sumSmash,0,0.34-0.48-0.18,true
1,2018-05-23T21:17:58.200Z,forsen,Raft,768028,False,True,5/100 LEGENDARY QUEST ZULUL MAKE OTHERS ADD 1 AND PASTE IT IN CHAT UNTILL IT REACHES 100/100 ZULUL,0,0.07692307692307693-0.8461538461538461-0.07692307692307693,true
1,2018-05-09T20:55:34.821Z,sodapoppin,Deathgarden,1355350,False,False,SODAFRIENDS FeelsOkayMan 👉 <3 SODAFRIENDS FeelsOkayMan 👉 <3,1,0.000002637062283913002-0.0018220485853909915-0.9981753143523251,true
-1,2018-05-09T22:43:02.753Z,sodapoppin,IRL,303448,False,False,DansGame,-1,0.62-0.22-0.16,true
-1,2018-05-27T06:46:54.820Z,xqcow,Detroit: Become Human,1048375,False,False,BibleThump,-1,0.59-0.19-0.22,true
1,2018-05-06T20:20:21.948Z,forsen,Fallout: New Vegas,3415134,False,True,░░░░█──────────────█──▀─ ░░░░▓█───────▄▄▀▀█────── ░░░░▒░█────▄█▒░░▄░█───── ░░░░░░░▀▄─▄▀▒▀▀▀▄▄▀───── ░░░░░░░░░█▒░░░░▄▀──DO─── ▒▒▒░░░░▄▀▒░░░░▄▀──YOU─── ▓▓▓▓▒░█▒░░░░░█▄──LIKE─── █████▀▒░░░░░█░▀▄──WHAT── █████▒▒░░░▒█░░░▀▄──YOU── ███▓▓▒▒▒▀▀▀█▄░░░░█──SEE?─ ▓██▓▒▒▒▒▒▒▒▒▒█░░░░█───── ▓▓█▓▒▒▒▒▒▒▓▒▒█░░░░░█──── ░▒▒▀▀▄▄▄▄█▄▄▀░░░░░░░█ gachiPRIDE FOR BILLY gachiPRIDE,0,7.641674573234489e-72-1-5.669714397644227e-81,true
1,2018-05-18T14:51:27.271Z,moonmoon_ow,Dark Souls III,91106,False,True,moon2M hehe,0,0.33-0.34-0.33,false
0,2018-05-19T16:36:15.383Z,forsen,STAY,1333,True,True,Looking for a Pleb Free Zone? Join other subscribers on Discord by typing !discord in chat and following the instructions.,0,0.07915993537964458-0.8481421647819063-0.07269789983844911,true
0,2018-05-13T05:46:56.307Z,moonmoon_ow,The Cat Lady,2571,False,True,moon2OWO,0,0.33-0.34-0.33,false
-1,2018-05-27T19:08:44.936Z,forsen,Dark Souls,1177223,False,False,YOU ARE SO FUCKING BAD,-1,0.8461538461538461-0.07692307692307693-0.07692307692307693,true
1,2018-05-05T16:15:07.108Z,forsen,Fallout: New Vegas,94091,False,True,:cd: forsenOMEGA,-1,0.898876404494382-0.08988764044943821-0.011235955056179777,true
-1,2018-05-19T12:36:29.311Z,riotgames,League of Legends,1333033,False,False,-1,0,0.33-0.34-0.33,false
1,2018-05-29T20:58:56.869Z,forsen,Dark Souls,8245328,False,False,LIT 😂,1,0.24717948717948718-0.2847179487179487-0.4681025641025641,true
-1,2018-05-25T17:04:05.873Z,forsen,Detroit: Become Human,1602390,False,False,FeelsBadMan KNEW IT,-1,0.66-0.16-0.18,true
0,2018-05-09T15:03:48.902Z,sodapoppin,Inked,11901810,False,False,D: WTF,-1,0.9415121255349501-0.0399429386590585-0.018544935805991442,true
0,2018-05-15T03:50:15.444Z,moonmoon_ow,Retro,943425,False,False,GivePLZ you will not see this coment lulWut,1,0.04-0.27-0.69,true
1,2018-05-11T17:58:43.739Z,forsen,Barbie and the Magic of Pegasus,2214052,False,False,DendiFace PartyTime PunOko TehePelo TwitchLit PowerUpL PowerUpR MercyWing2 MercyWing2 PinkMercy GOWAtreus GOWKratos OSSmooth EarthDay PartyHat SOTshark TombRaid,0,0.000011849935004784595-0.9838303979472367-0.016157752117758516,true
